Specie,Transporter,TC number,Family,Target sugar,Description,Status,Source ID (NCBI)
Candidatus Synechococcus spongiarum 15L,sugar abc transporter,3.A.1.1,ABC,broad specificity,MAG: sugar ABC transporter permease [Candidatus Synechococcus spongiarum 15L],🟢 Confirmed,KKZ10085.1
Calothrix sp. 336/3,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter permease [Calothrix sp. 336/3],🟢 Confirmed,AKG24372.1
Calothrix sp. 336/3,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter permease [Calothrix sp. 336/3],🟢 Confirmed,AKG24239.1
Calothrix sp. 336/3,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Calothrix sp. 336/3],🟢 Confirmed,AKG24077.1
Calothrix sp. 336/3,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Calothrix sp. 336/3],🟢 Confirmed,AKG24060.1
Calothrix sp. 336/3,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter permease [Calothrix sp. 336/3],🟢 Confirmed,AKG23379.1
Calothrix sp. 336/3,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Calothrix sp. 336/3],🟢 Confirmed,AKG22321.1
Calothrix sp. 336/3,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Calothrix sp. 336/3],🟢 Confirmed,AKG22007.1
Calothrix sp. 336/3,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter permease [Calothrix sp. 336/3],🟢 Confirmed,AKG21144.1
Aliterella atlantica CENA595,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Aliterella atlantica CENA595],🟢 Confirmed,KJH73019.1
Aliterella atlantica CENA595,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter permease [Aliterella atlantica CENA595],🟢 Confirmed,KJH72994.1
Aliterella atlantica CENA595,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Aliterella atlantica CENA595],🟢 Confirmed,KJH72580.1
Aliterella atlantica CENA595,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter permease [Aliterella atlantica CENA595],🟢 Confirmed,KJH72579.1
Aliterella atlantica CENA595,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter permease [Aliterella atlantica CENA595],🟢 Confirmed,KJH72443.1
Aliterella atlantica CENA595,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter [Aliterella atlantica CENA595],🟢 Confirmed,KJH72442.1
Aliterella atlantica CENA595,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Aliterella atlantica CENA595],🟢 Confirmed,KJH72441.1
Aliterella atlantica CENA595,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter permease [Aliterella atlantica CENA595],🟢 Confirmed,KJH71657.1
Aliterella atlantica CENA595,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Aliterella atlantica CENA595],🟢 Confirmed,KJH70917.1
Aliterella atlantica CENA595,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter permease [Aliterella atlantica CENA595],🟢 Confirmed,KJH70900.1
Aliterella atlantica CENA595,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Aliterella atlantica CENA595],🟢 Confirmed,KJH70511.1
Aliterella atlantica CENA595,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter permease [Aliterella atlantica CENA595],🟢 Confirmed,KJH70474.1
Parasynechococcus marenigrum WH 8102,sugar abc transporter,3.A.1.1,ABC,broad specificity,putative permease protein of sugar ABC transporter [Parasynechococcus marenigrum WH 8102],🟡 Probable/Hypothetical,CAE07246.1
Hassallia byssoidea,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter permease [Hassallia byssoidea],🟢 Confirmed,WP_039747739.1
Synechococcus elongatus UTEX 2973,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Synechococcus elongatus UTEX 2973],🟢 Confirmed,AJD58499.1
Synechococcus elongatus UTEX 2973,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter [Synechococcus elongatus UTEX 2973],🟢 Confirmed,AJD58498.1
Synechococcus elongatus UTEX 2973,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter permease [Synechococcus elongatus UTEX 2973],🟢 Confirmed,AJD58497.1
Synechococcus elongatus UTEX 2973,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Synechococcus elongatus UTEX 2973],🟢 Confirmed,AJD58486.1
Synechococcus elongatus UTEX 2973,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter permease [Synechococcus elongatus UTEX 2973],🟢 Confirmed,AJD56453.1
Aphanizomenon flos-aquae 2012/KM1/D3,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Aphanizomenon flos-aquae 2012/KM1/D3],🟢 Confirmed,KHG42135.1
Aphanizomenon flos-aquae 2012/KM1/D3,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter permease [Aphanizomenon flos-aquae 2012/KM1/D3],🟢 Confirmed,KHG40645.1
Aphanizomenon flos-aquae 2012/KM1/D3,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter permease [Aphanizomenon flos-aquae 2012/KM1/D3],🟢 Confirmed,KHG40372.1
Aphanizomenon flos-aquae 2012/KM1/D3,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Aphanizomenon flos-aquae 2012/KM1/D3],🟢 Confirmed,KHG40371.1
Aphanizomenon flos-aquae 2012/KM1/D3,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter permease [Aphanizomenon flos-aquae 2012/KM1/D3],🟢 Confirmed,KHG40051.1
Prochlorococcus sp. MIT 0703,sugar abc transporter,3.A.1.1,ABC,broad specificity,Permease protein of sugar ABC transporter [Prochlorococcus sp. MIT 0703],🟢 Confirmed,KGG31306.1
Prochlorococcus sp. MIT 0702,sugar abc transporter,3.A.1.1,ABC,broad specificity,Permease protein of sugar ABC transporter [Prochlorococcus sp. MIT 0702],🟢 Confirmed,KGG30569.1
Prochlorococcus sp. MIT 0701,sugar abc transporter,3.A.1.1,ABC,broad specificity,Permease protein of sugar ABC transporter [Prochlorococcus sp. MIT 0701],🟢 Confirmed,KGG27971.1
Neosynechococcus sphagnicola sy1,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Neosynechococcus sphagnicola sy1],🟢 Confirmed,KGF74026.1
Neosynechococcus sphagnicola sy1,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter permease [Neosynechococcus sphagnicola sy1],🟢 Confirmed,KGF72335.1
Neosynechococcus sphagnicola sy1,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter permease [Neosynechococcus sphagnicola sy1],🟢 Confirmed,KGF72185.1
Neosynechococcus sphagnicola sy1,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter permease [Neosynechococcus sphagnicola sy1],🟢 Confirmed,KGF72075.1
Neosynechococcus sphagnicola sy1,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Neosynechococcus sphagnicola sy1],🟢 Confirmed,KGF71940.1
Synechococcus sp. KORDI-52,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Synechococcus sp. KORDI-52],🟢 Confirmed,AII50303.1
Synechococcus sp. KORDI-52,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter [Synechococcus sp. KORDI-52],🟢 Confirmed,AII50164.1
Synechococcus sp. KORDI-52,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Synechococcus sp. KORDI-52],🟢 Confirmed,AII49366.1
Synechococcus sp. KORDI-52,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter permease [Synechococcus sp. KORDI-52],🟢 Confirmed,AII49365.1
Synechococcus sp. KORDI-52,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter [Synechococcus sp. KORDI-52],🟢 Confirmed,AII49364.1
Synechococcus sp. KORDI-52,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Synechococcus sp. KORDI-52],🟢 Confirmed,AII49341.1
Synechococcus sp. KORDI-52,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Synechococcus sp. KORDI-52],🟢 Confirmed,AII48508.1
Synechococcus sp. KORDI-52,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Synechococcus sp. KORDI-52],🟢 Confirmed,AII48150.1
Synechococcus sp. KORDI-49,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Synechococcus sp. KORDI-49],🟢 Confirmed,AII47042.1
Synechococcus sp. KORDI-49,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter permease [Synechococcus sp. KORDI-49],🟢 Confirmed,AII45216.1
Synechococcus sp. KORDI-49,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter [Synechococcus sp. KORDI-49],🟢 Confirmed,AII45215.1
Synechococcus sp. KORDI-100,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter [Synechococcus sp. KORDI-100],🟢 Confirmed,AII43498.1
Synechococcus sp. KORDI-100,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter permease [Synechococcus sp. KORDI-100],🟢 Confirmed,AII43497.1
Synechococcus sp. KORDI-100,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Synechococcus sp. KORDI-100],🟢 Confirmed,AII42549.1
Limnospira platensis str. Paraca,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter permease [Limnospira platensis str. Paraca],🟢 Confirmed,KDR58419.1
Limnospira platensis str. Paraca,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Limnospira platensis str. Paraca],🟢 Confirmed,KDR56434.1
Limnospira platensis str. Paraca,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter permease [Limnospira platensis str. Paraca],🟢 Confirmed,KDR55944.1
Limnospira platensis str. Paraca,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter permease [Limnospira platensis str. Paraca],🟢 Confirmed,KDR55598.1
Limnospira platensis str. Paraca,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter [Limnospira platensis str. Paraca],🟢 Confirmed,KDR55597.1
Limnospira platensis str. Paraca,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Limnospira platensis str. Paraca],🟢 Confirmed,KDR55596.1
Limnospira platensis str. Paraca,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Limnospira platensis str. Paraca],🟢 Confirmed,KDR54960.1
Limnospira platensis str. Paraca,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter permease [Limnospira platensis str. Paraca],🟢 Confirmed,KDR54834.1
Limnospira platensis str. Paraca,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Limnospira platensis str. Paraca],🟢 Confirmed,KDR54686.1
Nodularia spumigena CCY9414,sugar abc transporter,3.A.1.1,ABC,broad specificity,"sugar ABC transporter, permease protein [Nodularia spumigena CCY9414]",🟢 Confirmed,AHJ30596.1
Nodularia spumigena CCY9414,sugar abc transporter,3.A.1.1,ABC,broad specificity,"sugar ABC transporter, ATP-binding protein [Nodularia spumigena CCY9414]",🟢 Confirmed,AHJ30534.1
Nodularia spumigena CCY9414,sugar abc transporter,3.A.1.1,ABC,broad specificity,"Sugar ABC transporter, permease protein [Nodularia spumigena CCY9414]",🟢 Confirmed,AHJ30532.1
Nodularia spumigena CCY9414,sugar abc transporter,3.A.1.1,ABC,broad specificity,"Sugar ABC transporter, periplasmic sugar-binding protein [Nodularia spumigena CCY9414]",🟢 Confirmed,AHJ28310.1
Nodularia spumigena CCY9414,sugar abc transporter,3.A.1.1,ABC,broad specificity,"sugar ABC transporter, permease protein [Nodularia spumigena CCY9414]",🟢 Confirmed,AHJ27897.1
Nodularia spumigena CCY9414,sugar abc transporter,3.A.1.1,ABC,broad specificity,"Sugar ABC transporter, ATP-binding protein [Nodularia spumigena CCY9414]",🟢 Confirmed,AHJ27835.1
Anabaena sp. 90,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter permease protein [Anabaena sp. 90],🟢 Confirmed,AFW92924.1
Crocosphaera subtropica ATCC 51142,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Crocosphaera subtropica ATCC 51142],🟢 Confirmed,ACB53430.1
Crocosphaera subtropica ATCC 51142,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP binding protein [Crocosphaera subtropica ATCC 51142],🟢 Confirmed,ACB53228.1
Crocosphaera subtropica ATCC 51142,sugar abc transporter,3.A.1.1,ABC,broad specificity,permease protein of sugar ABC transporter [Crocosphaera subtropica ATCC 51142],🟢 Confirmed,ACB51795.1
Crocosphaera subtropica ATCC 51142,sugar abc transporter,3.A.1.1,ABC,broad specificity,"probable permease protein of sugar ABC transporter, membrane component [Crocosphaera subtropica ATCC 51142]",🟡 Probable/Hypothetical,ACB50294.1
Crocosphaera subtropica ATCC 51142,sugar abc transporter,3.A.1.1,ABC,broad specificity,"probable permease protein of sugar ABC transporter, membrane component [Crocosphaera subtropica ATCC 51142]",🟡 Probable/Hypothetical,ACB50293.1
Crocosphaera subtropica ATCC 51142,sugar abc transporter,3.A.1.1,ABC,broad specificity,permease protein of sugar ABC transporter [Crocosphaera subtropica ATCC 51142],🟢 Confirmed,ACB50099.1
Crocosphaera subtropica ATCC 51142,sugar abc transporter,3.A.1.1,ABC,broad specificity,permease protein of sugar ABC transporter [Crocosphaera subtropica ATCC 51142],🟢 Confirmed,ACB49637.1
Acaryochloris marina MBIC11017,sugar abc transporter,3.A.1.1,ABC,broad specificity,"sugar ABC transporter, ATP-binding protein, putative [Acaryochloris marina MBIC11017]",🟡 Probable/Hypothetical,ABW30325.1
Acaryochloris marina MBIC11017,sugar abc transporter,3.A.1.1,ABC,broad specificity,"sugar ABC transporter, periplasmic sugar-binding protein, putative [Acaryochloris marina MBIC11017]",🟡 Probable/Hypothetical,ABW30262.1
Acaryochloris marina MBIC11017,sugar abc transporter,3.A.1.1,ABC,broad specificity,"sugar ABC transporter, permease protein, putative [Acaryochloris marina MBIC11017]",🟡 Probable/Hypothetical,ABW30152.1
Acaryochloris marina MBIC11017,sugar abc transporter,3.A.1.1,ABC,broad specificity,"sugar ABC transporter, sugar-binding protein, putative [Acaryochloris marina MBIC11017]",🟡 Probable/Hypothetical,ABW29712.1
Acaryochloris marina MBIC11017,sugar abc transporter,3.A.1.1,ABC,broad specificity,"sugar ABC transporter, sugar-binding protein, putative [Acaryochloris marina MBIC11017]",🟡 Probable/Hypothetical,ABW29665.1
Acaryochloris marina MBIC11017,sugar abc transporter,3.A.1.1,ABC,broad specificity,"sugar ABC transporter, permease protein, putative [Acaryochloris marina MBIC11017]",🟡 Probable/Hypothetical,ABW29394.1
Acaryochloris marina MBIC11017,sugar abc transporter,3.A.1.1,ABC,broad specificity,"sugar ABC transporter, permease protein [Acaryochloris marina MBIC11017]",🟢 Confirmed,ABW27957.1
Acaryochloris marina MBIC11017,sugar abc transporter,3.A.1.1,ABC,broad specificity,"sugar ABC transporter, permease protein [Acaryochloris marina MBIC11017]",🟢 Confirmed,ABW27956.1
Acaryochloris marina MBIC11017,sugar abc transporter,3.A.1.1,ABC,broad specificity,"sugar ABC transporter, solute-binding protein, putative [Acaryochloris marina MBIC11017]",🟡 Probable/Hypothetical,ABW27954.1
Acaryochloris marina MBIC11017,sugar abc transporter,3.A.1.1,ABC,broad specificity,"sugar ABC transporter, periplasmic sugar-binding protein, putative [Acaryochloris marina MBIC11017]",🟡 Probable/Hypothetical,ABW26758.1
Acaryochloris marina MBIC11017,sugar abc transporter,3.A.1.1,ABC,broad specificity,"sugar ABC transporter, ATP-binding protein [Acaryochloris marina MBIC11017]",🟢 Confirmed,ABW26506.1
Synechococcus sp. JA-2-3B'a(2-13),sugar abc transporter,3.A.1.1,ABC,broad specificity,"sugar ABC transporter, ATP-binding protein [Synechococcus sp. JA-2-3B'a(2-13)]",🟢 Confirmed,ABD02610.1
Synechococcus sp. JA-3-3Ab,sugar abc transporter,3.A.1.1,ABC,broad specificity,"sugar ABC transporter, ATP-binding protein [Synechococcus sp. JA-3-3Ab]",🟢 Confirmed,ABD00988.1
Synechococcus sp. CC9902,sugar abc transporter,3.A.1.1,ABC,broad specificity,putative permease protein of sugar ABC transporter [Synechococcus sp. CC9902],🟡 Probable/Hypothetical,ABB25696.1
Synechococcus sp. WH 8109,sugar abc transporter,3.A.1.1,ABC,broad specificity,putative permease protein of sugar ABC transporter [Synechococcus sp. WH 8109],🟡 Probable/Hypothetical,AHF64374.1
Leptolyngbya sp. Heron Island J,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar abc transporter permease [Leptolyngbya sp. Heron Island J],🟢 Confirmed,ESA33968.1
Leptolyngbya sp. Heron Island J,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar abc transporter substrate-binding protein [Leptolyngbya sp. Heron Island J],🟢 Confirmed,ESA33967.1
Leptolyngbya sp. Heron Island J,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar abc transporter permease [Leptolyngbya sp. Heron Island J],🟢 Confirmed,ESA33780.1
Leptolyngbya sp. Heron Island J,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar abc transporter permease [Leptolyngbya sp. Heron Island J],🟢 Confirmed,ESA32963.1
Crocosphaera watsonii WH 0402,sugar abc transporter,3.A.1.1,ABC,broad specificity,ATP-binding protein of sugar ABC transporter [Crocosphaera watsonii WH 0402],🟢 Confirmed,CCQ70197.1
Crocosphaera watsonii WH 0005,sugar abc transporter,3.A.1.1,ABC,broad specificity,"sugar ABC transporter, permease protein [Crocosphaera watsonii WH 0005]",🟢 Confirmed,CCQ55355.1
Crocosphaera watsonii WH 8502,sugar abc transporter,3.A.1.1,ABC,broad specificity,"sugar ABC transporter, permease protein [Crocosphaera watsonii WH 8502]",🟢 Confirmed,CCQ49693.1
Richelia intracellularis HH01,sugar abc transporter,3.A.1.1,ABC,broad specificity,"sugar ABC transporter, permease protein [Richelia intracellularis HH01]",🟢 Confirmed,CCH66184.1
Limnospira platensis C1,sugar abc transporter,3.A.1.1,ABC,broad specificity,putative sugar ABC transporter ATP-binding protein [Limnospira platensis C1],🟡 Probable/Hypothetical,EKD10142.1
Synechococcus sp. BL107,sugar abc transporter,3.A.1.1,ABC,broad specificity,putative permease protein of sugar ABC transporter [Synechococcus sp. BL107],🟡 Probable/Hypothetical,EAU72210.1
Synechococcus sp. WH 7805,sugar abc transporter,3.A.1.1,ABC,broad specificity,putative permease protein of sugar ABC transporter [Synechococcus sp. WH 7805],🟡 Probable/Hypothetical,EAR18069.1
Crocosphaera watsonii WH 0003,sugar abc transporter,3.A.1.1,ABC,broad specificity,permease protein of sugar ABC transporter [Crocosphaera watsonii WH 0003],🟢 Confirmed,EHJ15270.1
Crocosphaera watsonii WH 0003,sugar abc transporter,3.A.1.1,ABC,broad specificity,permease protein of sugar ABC transporter [Crocosphaera watsonii WH 0003],🟢 Confirmed,EHJ14250.1
Crocosphaera watsonii WH 0003,sugar abc transporter,3.A.1.1,ABC,broad specificity,ATP-binding protein of sugar ABC transporter [Crocosphaera watsonii WH 0003],🟢 Confirmed,EHJ13609.1
Kamptonema sp. PCC 6506,sugar abc transporter,3.A.1.1,ABC,broad specificity,"putative permease protein of sugar ABC transporter, membrane component [Kamptonema sp. PCC 6506]",🟡 Probable/Hypothetical,CBN55287.1
Kamptonema sp. PCC 6506,sugar abc transporter,3.A.1.1,ABC,broad specificity,"Sugar ABC transporter, ATP-binding protein [Kamptonema sp. PCC 6506]",🟢 Confirmed,CBN55285.1
Kamptonema sp. PCC 6506,sugar abc transporter,3.A.1.1,ABC,broad specificity,permease protein of sugar ABC transporter [Kamptonema sp. PCC 6506],🟢 Confirmed,CBN56004.1
Kamptonema sp. PCC 6506,sugar abc transporter,3.A.1.1,ABC,broad specificity,permease protein of sugar ABC transporter [Kamptonema sp. PCC 6506],🟢 Confirmed,CBN58828.1
Crocosphaera chwakensis CCY0110,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP binding protein [Crocosphaera chwakensis CCY0110],🟢 Confirmed,EAZ93028.1
Crocosphaera chwakensis CCY0110,sugar abc transporter,3.A.1.1,ABC,broad specificity,permease protein of sugar ABC transporter [Crocosphaera chwakensis CCY0110],🟢 Confirmed,EAZ92424.1
Crocosphaera chwakensis CCY0110,sugar abc transporter,3.A.1.1,ABC,broad specificity,permease protein of sugar ABC transporter [Crocosphaera chwakensis CCY0110],🟢 Confirmed,EAZ90301.1
Crocosphaera chwakensis CCY0110,sugar abc transporter,3.A.1.1,ABC,broad specificity,permease protein of sugar ABC transporter [Crocosphaera chwakensis CCY0110],🟢 Confirmed,EAZ90300.1
Crocosphaera chwakensis CCY0110,sugar abc transporter,3.A.1.1,ABC,broad specificity,ATP-binding protein of sugar ABC transporter [Crocosphaera chwakensis CCY0110],🟢 Confirmed,EAZ88561.1
Nodularia spumigena CCY9414,sugar abc transporter,3.A.1.1,ABC,broad specificity,permease protein of sugar ABC transporter [Nodularia spumigena CCY9414],🟢 Confirmed,EAW45745.1
Nodularia spumigena CCY9414,sugar abc transporter,3.A.1.1,ABC,broad specificity,permease protein of sugar ABC transporter [Nodularia spumigena CCY9414],🟢 Confirmed,EAW45744.1
Nodularia spumigena CCY9414,sugar abc transporter,3.A.1.1,ABC,broad specificity,permease protein of sugar ABC transporter [Nodularia spumigena CCY9414],🟢 Confirmed,EAW45030.1
Nodularia spumigena CCY9414,sugar abc transporter,3.A.1.1,ABC,broad specificity,permease protein of sugar ABC transporter [Nodularia spumigena CCY9414],🟢 Confirmed,EAW43870.1
Lyngbya sp. PCC 8106,sugar abc transporter,3.A.1.1,ABC,broad specificity,permease protein of sugar ABC transporter [Lyngbya sp. PCC 8106],🟢 Confirmed,EAW39048.1
Lyngbya sp. PCC 8106,sugar abc transporter,3.A.1.1,ABC,broad specificity,permease protein of sugar ABC transporter [Lyngbya sp. PCC 8106],🟢 Confirmed,EAW39047.1
Lyngbya sp. PCC 8106,sugar abc transporter,3.A.1.1,ABC,broad specificity,ATP-binding protein of sugar ABC transporter [Lyngbya sp. PCC 8106],🟢 Confirmed,EAW35478.1
Lyngbya sp. PCC 8106,sugar abc transporter,3.A.1.1,ABC,broad specificity,permease protein of sugar ABC transporter [Lyngbya sp. PCC 8106],🟢 Confirmed,EAW34414.1
Limnothrix sp. FACHB-881,sugar transporter,2.A.1.1,MFS,broad specificity,GRP family sugar transporter [Limnothrix sp. FACHB-881],🟢 Confirmed,WP_190526091.1
Egbenema bharatensis,sugar transporter,2.A.1.1,MFS,broad specificity,PTS sugar transporter subunit IIA [Egbenema bharatensis],🟢 Confirmed,WP_416666513.1
Synechococcus sp. MIT S9507,sugar transporter,2.A.1.1,MFS,broad specificity,GRP family sugar transporter [Synechococcus sp. MIT S9507],🟢 Confirmed,WP_413746119.1
Synechocystis sp. PCC 6803 subst. PCC-Pn,sugar transporter,2.A.1.1,MFS,broad specificity,probable sugar transporter [Synechocystis sp. PCC 6803 subst. PCC-Pn],🟡 Probable/Hypothetical,BDH98199.1
Synechocystis sp. PCC 6803 subst. PCC-Mn,sugar transporter,2.A.1.1,MFS,broad specificity,probable sugar transporter [Synechocystis sp. PCC 6803 subst. PCC-Mn],🟡 Probable/Hypothetical,BDH94561.1
Synechocystis sp. PCC 6803 substr. GT-In,sugar transporter,2.A.1.1,MFS,broad specificity,probable sugar transporter [Synechocystis sp. PCC 6803 substr. GT-In],🟡 Probable/Hypothetical,BDH90823.1
Synechocystis sp. PCC 6803 substr. GT-I,sugar transporter,2.A.1.1,MFS,broad specificity,probable sugar transporter [Synechocystis sp. PCC 6803 substr. GT-I],🟡 Probable/Hypothetical,BDH87134.1
Limnothrix redekei,sugar transporter,2.A.1.1,MFS,broad specificity,GRP family sugar transporter [Limnothrix redekei],🟢 Confirmed,WP_393015526.1
unclassified Synechococcus,sugar transporter,2.A.1.1,MFS,broad specificity,MULTISPECIES: GRP family sugar transporter [unclassified Synechococcus],🟢 Confirmed,WP_066908028.1
Limnothrix sp. CMB-01,sugar transporter,2.A.1.1,MFS,broad specificity,GRP family sugar transporter [Limnothrix sp. CMB-01],🟢 Confirmed,WP_463184467.1
Planktothrix,sugar transporter,2.A.1.1,MFS,broad specificity,MULTISPECIES: PTS sugar transporter subunit IIB [Planktothrix],🟢 Confirmed,WP_071782562.1
Spirulina sp. 06S082,sugar transporter,2.A.1.1,MFS,broad specificity,PTS sugar transporter subunit IIC [Spirulina sp. 06S082],🟢 Confirmed,WP_323220594.1
Nostoc sp. KVJ3,sugar transporter,2.A.1.1,MFS,broad specificity,PTS sugar transporter subunit IIC [Nostoc sp. KVJ3],🟢 Confirmed,WP_265275760.1
Nostoc sp.,sugar transporter,2.A.1.1,MFS,broad specificity,SemiSWEET family sugar transporter [Nostoc sp.],🟢 Confirmed,WP_461919037.1
Nostoc sp.,sugar transporter,2.A.1.1,MFS,broad specificity,SemiSWEET family sugar transporter [Nostoc sp.],🟢 Confirmed,WP_461914752.1
Nostoc sp.,sugar transporter,2.A.1.1,MFS,broad specificity,SemiSWEET family sugar transporter [Nostoc sp.],🟢 Confirmed,WP_461905496.1
Chaetoceros neogracilis,sugar transporter,2.A.1.1,MFS,broad specificity,sugar transporter [Chaetoceros neogracilis],🟢 Confirmed,GAB7154787.1
Chaetoceros neogracilis,sugar transporter,2.A.1.1,MFS,broad specificity,sugar transporter [Chaetoceros neogracilis],🟢 Confirmed,GAB7154786.1
Chaetoceros neogracilis,sugar transporter,2.A.1.1,MFS,broad specificity,sugar transporter [Chaetoceros neogracilis],🟢 Confirmed,GAB7158811.1
Chaetoceros neogracilis,sugar transporter,2.A.1.1,MFS,broad specificity,sugar transporter [Chaetoceros neogracilis],🟢 Confirmed,GAB7160505.1
Chaetoceros neogracilis,sugar transporter,2.A.1.1,MFS,broad specificity,sugar transporter [Chaetoceros neogracilis],🟢 Confirmed,GAB7161732.1
Chaetoceros neogracilis,sugar transporter,2.A.1.1,MFS,broad specificity,sugar transporter [Chaetoceros neogracilis],🟢 Confirmed,GAB7162439.1
Chaetoceros neogracilis,sugar transporter,2.A.1.1,MFS,broad specificity,sugar transporter [Chaetoceros neogracilis],🟢 Confirmed,GAB7164540.1
Chaetoceros neogracilis,sugar transporter,2.A.1.1,MFS,broad specificity,sugar transporter [Chaetoceros neogracilis],🟢 Confirmed,GAB7164146.1
Chaetoceros neogracilis,sugar transporter,2.A.1.1,MFS,broad specificity,major facilitator superfamily sugar transporter [Chaetoceros neogracilis],🟢 Confirmed,GAB7166966.1
Coccomyxa sp. KJ,sugar transporter,2.A.1.1,MFS,broad specificity,Bidirectional sugar transporter SWEET5 [Coccomyxa sp. KJ],🟢 Confirmed,BHG25144.1
