Specie,Enzyme,EC number,Target sugar,Description,Status,Source ID (NCBI),Origin
Chlorogloeopsis fritschii PCC 6912,galactokinase,2.7.1.6,galactose,galactokinase [Chlorogloeopsis fritschii PCC 6912],🟢 Confirmed,XIA52323.1,Organism: Chlorogloeopsis fritschii PCC 6912 | Strain: PCC 6912 | Isolation source: soil | Type material: type strain of Chlorogloea fritschii | Db xref: taxon:211165 | Geo loc name: India: Allahabad | Collection date: 1950
Chlorogloeopsis fritschii PCC 9212,galactokinase,2.7.1.6,galactose,galactokinase [Chlorogloeopsis fritschii PCC 9212],🟢 Confirmed,XIA45689.1,"Organism: Chlorogloeopsis fritschii PCC 9212 | Strain: PCC 9212 | Isolation source: Water, thermal spring | Db xref: taxon:184925 | Geo loc name: Spain: Orense | Collection date: 1979"
Coleofasciculus sp. H7-2,galactokinase,2.7.1.6,galactose,galactokinase [Coleofasciculus sp. H7-2],🟢 Confirmed,WP_378184236.1,Organism: Coleofasciculus sp. H7-2 | Db xref: taxon:3351545
Microcoleus anatoxicus,galactokinase,2.7.1.6,galactose,galactokinase [Microcoleus anatoxicus],🟢 Confirmed,WP_377474191.1,Organism: Microcoleus anatoxicus | Db xref: taxon:2705319
Stenomitos frigidus ULC029,galactokinase,2.7.1.6,galactose,MAG: galactokinase [Stenomitos frigidus ULC029],🟢 Confirmed,XHX79054.1,"Organism: Stenomitos frigidus ULC029 | Isolate: ULC029 | Isolation source: microbial mat, antarctic lake | Db xref: taxon:3070788 | Environmental sample:  | Geo loc name: Antarctica: Prydz Bay, Larsemann Hills | Lat lon: 69.383333 S 76.883333 E | Collection date: 1998 | Metagenome source: freshwater metagenome | Note: metagenomic"
Microcoleus anatoxicus,galactokinase,2.7.1.6,galactose,MAG: galactokinase [Microcoleus anatoxicus],🟢 Confirmed,XHM24155.1,"Organism: Microcoleus anatoxicus | Isolate: Neu2020_A | Isolation source: floating mat | Db xref: taxon:2705319 | Environmental sample:  | Geo loc name: Switzerland: mouth of the river Areuse (Neuchatel, Switzerland) | Lat lon: 46.948579 N 6.868431 E | Collection date: 2020-09-07 | Metagenome source: microbial mat metagenome | Note: metagenomic"
Microcoleus anatoxicus,galactokinase,2.7.1.6,galactose,MAG: galactokinase [Microcoleus anatoxicus],🟢 Confirmed,XHL94320.1,"Organism: Microcoleus anatoxicus | Isolate: Neu2020_N | Isolation source: floating mat | Db xref: taxon:2705319 | Environmental sample:  | Geo loc name: Switzerland: mouth of the river Areuse (Neuchatel, Switzerland) | Lat lon: 46.949296 N 6.866504 E | Collection date: 2020-09-07 | Metagenome source: microbial mat metagenome | Note: metagenomic"
uncultured Nostoc sp.,galactokinase,2.7.1.6,galactose,galactokinase [uncultured Nostoc sp.],🟢 Confirmed,WP_375512961.1,Organism: uncultured Nostoc sp. | Db xref: taxon:340711 | Environmental sample: 
uncultured Nostoc sp.,galactokinase,2.7.1.6,galactose,galactokinase [uncultured Nostoc sp.],🟢 Confirmed,WP_375503154.1,Organism: uncultured Nostoc sp. | Db xref: taxon:340711 | Environmental sample: 
Microcoleus sp. FACHB-831,galactokinase,2.7.1.6,galactose,galactokinase [Microcoleus sp. FACHB-831],🟢 Confirmed,WP_375335913.1,Organism: Microcoleus sp. FACHB-831 | Db xref: taxon:2692827
Microseira sp. BLCC-F43,galactokinase,2.7.1.6,galactose,galactokinase [Microseira sp. BLCC-F43],🟢 Confirmed,WP_374881401.1,Organism: Microseira sp. BLCC-F43 | Db xref: taxon:3153602
Aerosakkonema sp. BLCC-F183,galactokinase,2.7.1.6,galactose,galactokinase [Aerosakkonema sp. BLCC-F183],🟢 Confirmed,WP_374827436.1,Organism: Aerosakkonema sp. BLCC-F183 | Db xref: taxon:3342834
Microcoleus sp.,galactokinase,2.7.1.6,galactose,galactokinase [Microcoleus sp.],🟢 Confirmed,WP_373537241.1,Organism: Microcoleus sp. | Db xref: taxon:44472
Microcoleus sp.,galactokinase,2.7.1.6,galactose,galactokinase [Microcoleus sp.],🟢 Confirmed,WP_371124415.1,Organism: Microcoleus sp. | Db xref: taxon:44472
Microcoleus sp.,galactokinase,2.7.1.6,galactose,galactokinase [Microcoleus sp.],🟢 Confirmed,WP_371120288.1,Organism: Microcoleus sp. | Db xref: taxon:44472
Microcoleus sp.,galactokinase,2.7.1.6,galactose,galactokinase [Microcoleus sp.],🟢 Confirmed,WP_371118083.1,Organism: Microcoleus sp. | Db xref: taxon:44472
Scytonema sp. NUACC26,galactokinase,2.7.1.6,galactose,galactokinase [Scytonema sp. NUACC26],🟢 Confirmed,GAA6618852.1,Organism: Scytonema sp. NUACC26 | Strain: NUACC26 | Isolation source: Wet soil | Db xref: taxon:3140176 | Geo loc name: Thailand:Phitsanulok | Collection date: 2019-11-18
Allocoleopsis sp.,galactokinase,2.7.1.6,galactose,galactokinase [Allocoleopsis sp.],🟢 Confirmed,WP_349262734.1,Organism: Allocoleopsis sp. | Db xref: taxon:3088169
Chlorogloeopsis sp. ULAP02,galactokinase,2.7.1.6,galactose,galactokinase [Chlorogloeopsis sp. ULAP02],🟢 Confirmed,WP_341995482.1,Organism: Chlorogloeopsis sp. ULAP02 | Db xref: taxon:3107926
Microcoleus sp. CAWBG640,galactokinase,2.7.1.6,galactose,galactokinase [Microcoleus sp. CAWBG640],🟢 Confirmed,WP_341735287.1,Organism: Microcoleus sp. CAWBG640 | Db xref: taxon:2841653
Microcoleus sp. EPA2,galactokinase,2.7.1.6,galactose,galactokinase [Microcoleus sp. EPA2],🟢 Confirmed,WP_341732290.1,Organism: Microcoleus sp. EPA2 | Db xref: taxon:2841654
Nostoc sp. UHCC 0302,galactokinase,2.7.1.6,galactose,galactokinase [Nostoc sp. UHCC 0302],🟢 Confirmed,WP_341530270.1,Organism: Nostoc sp. UHCC 0302 | Db xref: taxon:3134896
Microcoleus anatoxicus,galactokinase,2.7.1.6,galactose,galactokinase [Microcoleus anatoxicus],🟢 Confirmed,WP_340550646.1,Organism: Microcoleus anatoxicus | Db xref: taxon:2705319
Microcoleus anatoxicus,galactokinase,2.7.1.6,galactose,galactokinase [Microcoleus anatoxicus],🟢 Confirmed,WP_340523917.1,Organism: Microcoleus anatoxicus | Db xref: taxon:2705319
Nostoc punctiforme,galactokinase,2.7.1.6,galactose,galactokinase [Nostoc punctiforme],🟢 Confirmed,WP_340091342.1,Organism: Nostoc punctiforme | Db xref: taxon:272131
Nostoc sp.,galactokinase,2.7.1.6,galactose,galactokinase [Nostoc sp.],🟢 Confirmed,WP_335230360.1,Organism: Nostoc sp. | Db xref: taxon:1180
Nostoc sp.,galactokinase,2.7.1.6,galactose,galactokinase [Nostoc sp.],🟢 Confirmed,WP_335154013.1,Organism: Nostoc sp. | Db xref: taxon:1180
Nostoc sp.,galactokinase,2.7.1.6,galactose,galactokinase [Nostoc sp.],🟢 Confirmed,WP_335152060.1,Organism: Nostoc sp. | Db xref: taxon:1180
Nostoc sp.,galactokinase,2.7.1.6,galactose,galactokinase [Nostoc sp.],🟢 Confirmed,WP_335137658.1,Organism: Nostoc sp. | Db xref: taxon:1180
Nostoc sp.,galactokinase,2.7.1.6,galactose,galactokinase [Nostoc sp.],🟢 Confirmed,WP_335129746.1,Organism: Nostoc sp. | Db xref: taxon:1180
Nostoc sp.,galactokinase,2.7.1.6,galactose,galactokinase [Nostoc sp.],🟢 Confirmed,WP_335109931.1,Organism: Nostoc sp. | Db xref: taxon:1180
Nostoc sp.,galactokinase,2.7.1.6,galactose,galactokinase [Nostoc sp.],🟢 Confirmed,WP_335108314.1,Organism: Nostoc sp. | Db xref: taxon:1180
Nostoc sp.,galactokinase,2.7.1.6,galactose,galactokinase [Nostoc sp.],🟢 Confirmed,WP_335090664.1,Organism: Nostoc sp. | Db xref: taxon:1180
Nostoc sp.,galactokinase,2.7.1.6,galactose,galactokinase [Nostoc sp.],🟢 Confirmed,WP_335083736.1,Organism: Nostoc sp. | Db xref: taxon:1180
Nostoc sp.,galactokinase,2.7.1.6,galactose,galactokinase [Nostoc sp.],🟢 Confirmed,WP_335031227.1,Organism: Nostoc sp. | Db xref: taxon:1180
Nostoc sp.,galactokinase,2.7.1.6,galactose,galactokinase [Nostoc sp.],🟢 Confirmed,WP_335011488.1,Organism: Nostoc sp. | Db xref: taxon:1180
Nostoc sp.,galactokinase,2.7.1.6,galactose,galactokinase [Nostoc sp.],🟢 Confirmed,WP_335000226.1,Organism: Nostoc sp. | Db xref: taxon:1180
Nostoc sp.,galactokinase,2.7.1.6,galactose,galactokinase [Nostoc sp.],🟢 Confirmed,WP_334992564.1,Organism: Nostoc sp. | Db xref: taxon:1180
Nostoc sp.,galactokinase,2.7.1.6,galactose,galactokinase [Nostoc sp.],🟢 Confirmed,WP_334932781.1,Organism: Nostoc sp. | Db xref: taxon:1180
Nostoc sp.,galactokinase,2.7.1.6,galactose,galactokinase [Nostoc sp.],🟢 Confirmed,WP_334900480.1,Organism: Nostoc sp. | Db xref: taxon:1180
Nostoc sp.,galactokinase,2.7.1.6,galactose,galactokinase [Nostoc sp.],🟢 Confirmed,WP_334891298.1,Organism: Nostoc sp. | Db xref: taxon:1180
Nostoc sp.,galactokinase,2.7.1.6,galactose,galactokinase [Nostoc sp.],🟢 Confirmed,WP_334877710.1,Organism: Nostoc sp. | Db xref: taxon:1180
Nostoc sp.,galactokinase,2.7.1.6,galactose,galactokinase [Nostoc sp.],🟢 Confirmed,WP_334877688.1,Organism: Nostoc sp. | Db xref: taxon:1180
Nostoc sp.,galactokinase,2.7.1.6,galactose,galactokinase [Nostoc sp.],🟢 Confirmed,WP_334866879.1,Organism: Nostoc sp. | Db xref: taxon:1180
Nostoc sp.,galactokinase,2.7.1.6,galactose,galactokinase [Nostoc sp.],🟢 Confirmed,WP_334853850.1,Organism: Nostoc sp. | Db xref: taxon:1180
Nostoc sp.,galactokinase,2.7.1.6,galactose,galactokinase [Nostoc sp.],🟢 Confirmed,WP_334841194.1,Organism: Nostoc sp. | Db xref: taxon:1180
Nostoc sp.,galactokinase,2.7.1.6,galactose,galactokinase [Nostoc sp.],🟢 Confirmed,WP_334813470.1,Organism: Nostoc sp. | Db xref: taxon:1180
Nostoc sp.,galactokinase,2.7.1.6,galactose,galactokinase [Nostoc sp.],🟢 Confirmed,WP_334798183.1,Organism: Nostoc sp. | Db xref: taxon:1180
Nostoc sp.,galactokinase,2.7.1.6,galactose,galactokinase [Nostoc sp.],🟢 Confirmed,WP_334771153.1,Organism: Nostoc sp. | Db xref: taxon:1180
Nostoc sp.,galactokinase,2.7.1.6,galactose,galactokinase [Nostoc sp.],🟢 Confirmed,WP_334759433.1,Organism: Nostoc sp. | Db xref: taxon:1180
Nostoc sp.,galactokinase,2.7.1.6,galactose,galactokinase [Nostoc sp.],🟢 Confirmed,WP_334718351.1,Organism: Nostoc sp. | Db xref: taxon:1180
Nostoc sp.,galactokinase,2.7.1.6,galactose,galactokinase [Nostoc sp.],🟢 Confirmed,WP_334702410.1,Organism: Nostoc sp. | Db xref: taxon:1180
Nostoc sp.,galactokinase,2.7.1.6,galactose,galactokinase [Nostoc sp.],🟢 Confirmed,WP_334699995.1,Organism: Nostoc sp. | Db xref: taxon:1180
Microcoleus sp. BM001215392,galactokinase,2.7.1.6,galactose,galactokinase [Microcoleus sp. BM001215392],🟢 Confirmed,WP_333472419.1,Organism: Microcoleus sp. BM001215392 | Db xref: taxon:3055437
Microcoleus sp. B4-D4,galactokinase,2.7.1.6,galactose,galactokinase [Microcoleus sp. B4-D4],🟢 Confirmed,WP_333385695.1,Organism: Microcoleus sp. B4-D4 | Db xref: taxon:2818667
unclassified Microcoleus,galactokinase,2.7.1.6,galactose,MULTISPECIES: galactokinase [unclassified Microcoleus],🟢 Confirmed,WP_333113254.1,Organism: unclassified Microcoleus | Db xref: taxon:2642155
Microcoleus sp. A006_D1,galactokinase,2.7.1.6,galactose,galactokinase [Microcoleus sp. A006_D1],🟢 Confirmed,WP_332997934.1,Organism: Microcoleus sp. A006_D1 | Db xref: taxon:3055267
Microcoleus sp. A003_D6,galactokinase,2.7.1.6,galactose,galactokinase [Microcoleus sp. A003_D6],🟢 Confirmed,WP_332979728.1,Organism: Microcoleus sp. A003_D6 | Db xref: taxon:3055266
unclassified Microcoleus,galactokinase,2.7.1.6,galactose,MULTISPECIES: galactokinase [unclassified Microcoleus],🟢 Confirmed,WP_332973564.1,Organism: unclassified Microcoleus | Db xref: taxon:2642155
Microcoleus sp. PH2017_28_MFU_U_A,galactokinase,2.7.1.6,galactose,galactokinase [Microcoleus sp. PH2017_28_MFU_U_A],🟢 Confirmed,WP_325315343.1,Organism: Microcoleus sp. PH2017_28_MFU_U_A | Db xref: taxon:2798838
Nostoc sp.,galactokinase,2.7.1.6,galactose,galactokinase [Nostoc sp.],🟢 Confirmed,WP_324988058.1,Organism: Nostoc sp. | Db xref: taxon:1180
Limnoraphis robusta,galactokinase,2.7.1.6,galactose,galactokinase [Limnoraphis robusta],🟢 Confirmed,WP_323306836.1,Organism: Limnoraphis robusta | Db xref: taxon:1118279
Nostoc sp. UHCC 0252,galactokinase,2.7.1.6,galactose,galactokinase [Nostoc sp. UHCC 0252],🟢 Confirmed,WP_323232179.1,Organism: Nostoc sp. UHCC 0252 | Db xref: taxon:3110241
Nostoc sp. UHCC 0251,galactokinase,2.7.1.6,galactose,galactokinase [Nostoc sp. UHCC 0251],🟢 Confirmed,WP_323204252.1,Organism: Nostoc sp. UHCC 0251 | Db xref: taxon:3110240
Nostoc sp. DedQUE12b,galactokinase,2.7.1.6,galactose,galactokinase [Nostoc sp. DedQUE12b],🟢 Confirmed,WP_322736232.1,Organism: Nostoc sp. DedQUE12b | Db xref: taxon:3075398
Nostoc sp. ChiQUE02,galactokinase,2.7.1.6,galactose,galactokinase [Nostoc sp. ChiQUE02],🟢 Confirmed,WP_322720072.1,Organism: Nostoc sp. ChiQUE02 | Db xref: taxon:3075377
Nostoc sp. ChiSLP03a,galactokinase,2.7.1.6,galactose,galactokinase [Nostoc sp. ChiSLP03a],🟢 Confirmed,WP_322711926.1,Organism: Nostoc sp. ChiSLP03a | Db xref: taxon:3075380
Nostoc sp. DedQUE04,galactokinase,2.7.1.6,galactose,galactokinase [Nostoc sp. DedQUE04],🟢 Confirmed,WP_322707222.1,Organism: Nostoc sp. DedQUE04 | Db xref: taxon:3075390
Nostoc sp. DedQUE08,galactokinase,2.7.1.6,galactose,galactokinase [Nostoc sp. DedQUE08],🟢 Confirmed,WP_322699924.1,Organism: Nostoc sp. DedQUE08 | Db xref: taxon:3075393
Nostoc sp. DedSLP03,galactokinase,2.7.1.6,galactose,galactokinase [Nostoc sp. DedSLP03],🟢 Confirmed,WP_322697406.1,Organism: Nostoc sp. DedSLP03 | Db xref: taxon:3075400
Nostoc sp. DedSLP04,galactokinase,2.7.1.6,galactose,galactokinase [Nostoc sp. DedSLP04],🟢 Confirmed,WP_322691444.1,Organism: Nostoc sp. DedSLP04 | Db xref: taxon:3075401
Nostoc sp. DedQUE07,galactokinase,2.7.1.6,galactose,galactokinase [Nostoc sp. DedQUE07],🟢 Confirmed,WP_322686038.1,Organism: Nostoc sp. DedQUE07 | Db xref: taxon:3075392
Nostoc sp. DedQUE05,galactokinase,2.7.1.6,galactose,galactokinase [Nostoc sp. DedQUE05],🟢 Confirmed,WP_322673033.1,Organism: Nostoc sp. DedQUE05 | Db xref: taxon:3075391
Nostoc sp. DedQUE09,galactokinase,2.7.1.6,galactose,galactokinase [Nostoc sp. DedQUE09],🟢 Confirmed,WP_322660980.1,Organism: Nostoc sp. DedQUE09 | Db xref: taxon:3075394
Nostoc sp. CmiVER01,galactokinase,2.7.1.6,galactose,galactokinase [Nostoc sp. CmiVER01],🟢 Confirmed,WP_322653998.1,Organism: Nostoc sp. CmiVER01 | Db xref: taxon:3075384
Nostoc sp. ChiVER01,galactokinase,2.7.1.6,galactose,galactokinase [Nostoc sp. ChiVER01],🟢 Confirmed,WP_322650850.1,Organism: Nostoc sp. ChiVER01 | Db xref: taxon:3075382
Lyngbya sp. CCAP 1446/10,galactokinase,2.7.1.6,galactose,galactokinase [Lyngbya sp. CCAP 1446/10],🟢 Confirmed,WP_321161599.1,Organism: Lyngbya sp. CCAP 1446/10 | Db xref: taxon:439293
Nodosilinea sp. E11,galactokinase,2.7.1.6,galactose,galactokinase [Nodosilinea sp. E11],🟢 Confirmed,WP_317036648.1,Organism: Nodosilinea sp. E11 | Db xref: taxon:3037479
Leptolyngbya sp. NK1-12,galactokinase,2.7.1.6,galactose,galactokinase [Leptolyngbya sp. NK1-12],🟢 Confirmed,WP_316436827.1,Organism: Leptolyngbya sp. NK1-12 | Db xref: taxon:2547451
Leptolyngbya boryana,galactokinase,2.7.1.6,galactose,galactokinase [Leptolyngbya boryana],🟢 Confirmed,WP_316425648.1,Organism: Leptolyngbya boryana | Db xref: taxon:1184
Fischerella sp. JS2,galactokinase,2.7.1.6,galactose,galactokinase [Fischerella sp. JS2],🟢 Confirmed,WP_315791877.1,Organism: Fischerella sp. JS2 | Db xref: taxon:2597771
Oscillatoria sp. FACHB-1407,galactokinase,2.7.1.6,galactose,galactokinase [Oscillatoria sp. FACHB-1407],🟢 Confirmed,WP_309229488.1,Organism: Oscillatoria sp. FACHB-1407 | Db xref: taxon:2692847
unclassified Nostoc,galactokinase,2.7.1.6,galactose,MULTISPECIES: galactokinase [unclassified Nostoc],🟢 Confirmed,WP_300416434.1,Organism: unclassified Nostoc | Db xref: taxon:2593658
Microcoleus sp. CAWBG58,galactokinase,2.7.1.6,galactose,galactokinase [Microcoleus sp. CAWBG58],🟢 Confirmed,WP_293330514.1,Organism: Microcoleus sp. CAWBG58 | Db xref: taxon:2841651
unclassified Microcoleus,galactokinase,2.7.1.6,galactose,MULTISPECIES: galactokinase [unclassified Microcoleus],🟢 Confirmed,WP_293255558.1,Organism: unclassified Microcoleus | Db xref: taxon:2642155
unclassified Microcoleus,galactokinase,2.7.1.6,galactose,MULTISPECIES: galactokinase [unclassified Microcoleus],🟢 Confirmed,WP_293193290.1,Organism: unclassified Microcoleus | Db xref: taxon:2642155
unclassified Microcoleus,galactokinase,2.7.1.6,galactose,MULTISPECIES: galactokinase [unclassified Microcoleus],🟢 Confirmed,WP_293185992.1,Organism: unclassified Microcoleus | Db xref: taxon:2642155
unclassified Microcoleus,galactokinase,2.7.1.6,galactose,MULTISPECIES: galactokinase [unclassified Microcoleus],🟢 Confirmed,WP_293147905.1,Organism: unclassified Microcoleus | Db xref: taxon:2642155
Microcoleus sp. bin38.metabat.b11b12b14.051,galactokinase,2.7.1.6,galactose,galactokinase [Microcoleus sp. bin38.metabat.b11b12b14.051],🟢 Confirmed,WP_293134417.1,Organism: Microcoleus sp. bin38.metabat.b11b12b14.051 | Db xref: taxon:2742709
Nostoc sp. NMS8,galactokinase,2.7.1.6,galactose,galactokinase [Nostoc sp. NMS8],🟢 Confirmed,WP_292841958.1,Organism: Nostoc sp. NMS8 | Db xref: taxon:2815392
Nostoc sp. JL23,galactokinase,2.7.1.6,galactose,galactokinase [Nostoc sp. JL23],🟢 Confirmed,WP_292820835.1,Organism: Nostoc sp. JL23 | Db xref: taxon:2815394
Nostoc sp. JL31,galactokinase,2.7.1.6,galactose,galactokinase [Nostoc sp. JL31],🟢 Confirmed,WP_292738243.1,Organism: Nostoc sp. JL31 | Db xref: taxon:2815395
Fischerella sp.,galactokinase,2.7.1.6,galactose,galactokinase [Fischerella sp.],🟢 Confirmed,WP_290883668.1,Organism: Fischerella sp. | Db xref: taxon:1191
Chlorogloeopsis sp. ULAP01,galactokinase,2.7.1.6,galactose,galactokinase [Chlorogloeopsis sp. ULAP01],🟢 Confirmed,WP_289787975.1,Organism: Chlorogloeopsis sp. ULAP01 | Db xref: taxon:3056483
Gloeocapsopsis sp. IPPAS B-1203,galactokinase,2.7.1.6,galactose,galactokinase [Gloeocapsopsis sp. IPPAS B-1203],🟢 Confirmed,WP_289501216.1,Organism: Gloeocapsopsis sp. IPPAS B-1203 | Db xref: taxon:2049454
Leptolyngbya sp. UWPOB_LEPTO1,galactokinase,2.7.1.6,galactose,galactokinase [Leptolyngbya sp. UWPOB_LEPTO1],🟢 Confirmed,WP_287456003.1,Organism: Leptolyngbya sp. UWPOB_LEPTO1 | Db xref: taxon:2815653
Candidatus Cyanaurora vandensis,galactokinase,2.7.1.6,galactose,galactokinase [Candidatus Cyanaurora vandensis],🟢 Confirmed,WP_287127690.1,Organism: Candidatus Cyanaurora vandensis | Db xref: taxon:2714958
Chlorogloeopsis fritschii,galactokinase,2.7.1.6,galactose,galactokinase [Chlorogloeopsis fritschii],🟢 Confirmed,WP_277127751.1,Organism: Chlorogloeopsis fritschii | Db xref: taxon:1124
Kamptonema animale,galactokinase,2.7.1.6,galactose,galactokinase [Kamptonema animale],🟢 Confirmed,WP_272034298.1,Organism: Kamptonema animale | Db xref: taxon:92934
Leptolyngbya sp. GGD,galactokinase,2.7.1.6,galactose,galactokinase [Leptolyngbya sp. GGD],🟢 Confirmed,WP_268242522.1,Organism: Leptolyngbya sp. GGD | Db xref: taxon:2997907
Leptolyngbya ohadii,galactokinase,2.7.1.6,galactose,galactokinase [Leptolyngbya ohadii],🟢 Confirmed,WP_263971815.1,Organism: Leptolyngbya ohadii | Db xref: taxon:1962290
Nostoc commune,galactokinase,2.7.1.6,galactose,galactokinase [Nostoc commune],🟢 Confirmed,WP_251955494.1,Organism: Nostoc commune | Db xref: taxon:1178
Chroococcidiopsis sp. CCMEE 29,galactokinase,2.7.1.6,galactose,galactokinase [Chroococcidiopsis sp. CCMEE 29],🟢 Confirmed,WP_250121745.1,Organism: Chroococcidiopsis sp. CCMEE 29 | Db xref: taxon:155894
Argonema galeatum,galactokinase,2.7.1.6,galactose,galactokinase [Argonema galeatum],🟢 Confirmed,WP_249101254.1,Organism: Argonema galeatum | Db xref: taxon:2942762
Argonema antarcticum,galactokinase,2.7.1.6,galactose,galactokinase [Argonema antarcticum],🟢 Confirmed,WP_249069599.1,Organism: Argonema antarcticum | Db xref: taxon:2942763
Nostoc sp. XA010,galactokinase,2.7.1.6,galactose,galactokinase [Nostoc sp. XA010],🟢 Confirmed,WP_229556209.1,Organism: Nostoc sp. XA010 | Db xref: taxon:2780407
Nostoc mirabile,galactokinase,2.7.1.6,galactose,galactokinase [Nostoc mirabile],🟢 Confirmed,WP_229495214.1,Organism: Nostoc mirabile | Db xref: taxon:2907820
